gameid,date,patch,gamelength,blue_team,red_team,blue_win,blue_champ1,blue_champ2,blue_champ3,blue_champ4,blue_champ5,red_champ1,red_champ2,red_champ3,red_champ4,red_champ5,blue_kills,red_kills,blue_gold,red_gold,blue_dragons,red_dragons,blue_barons,red_barons,blue_towers,red_towers,blue_ban1,red_ban1,blue_ban2,red_ban2,blue_ban3,red_ban3,blue_ban4,red_ban4,blue_ban5,red_ban5,blue_top,red_top,blue_jng,red_jng,blue_mid,red_mid,blue_bot,red_bot,blue_sup,red_sup
LCK CL/2023 Season/Spring Season_Week 6_5_1,2023-02-21 11:25:00,13.3,27.583333333333,Hanwha Life Esports Challengers,Nongshim Esports Academy,0,Gnar,Sejuani,Cassiopeia,Zeri,Lulu,K'Sante,Wukong,Ryze,Caitlyn,Karma,1,8,41695,53314,0,4,0,1,1,10,Varus,Elise,Annie,Maokai,Nilah,Ashe,Xayah,Azir,Rell,Renekton,Rooster,Mihile,Guwon,Sounda,Roamer,Callme,Lure (Shin Jae-yoon),Jiwoo,Duro,HH (Lee Hyun-ho)
LCK CL/2023 Season/Spring Season_Week 6_4_3,2023-02-21 09:56:00,13.3,31.35,DRX Challengers,T1 Challengers,1,K'Sante,Sejuani,Viktor,Zeri,Lulu,Gnar,Vi,Azir,Lucian,Nami,10,4,58816,50864,4,1,1,0,11,2,Caitlyn,Maokai,Renekton,Ashe,Varus,Elise,Taliyah,Syndra,Ahri,Jayce,Clear (Song Hyeon-min),Dal,Sponge,Forest (Lee Hyeon-seo),SeTab,Bay,Pleata,Smash (Sin Geum-jae),Piero (Kim Jung-hun),Baut
LCK CL/2023 Season/Spring Season_Week 6_4_2,2023-02-21 09:04:00,13.3,33.433333333333,T1 Challengers,DRX Challengers,1,Renekton,Vi,Taliyah,Caitlyn,Lux,Gangplank,Sejuani,Sylas,Jhin,Karma,22,17,63643,62462,3,2,1,1,9,5,Heimerdinger,Elise,Jayce,Maokai,Varus,Ashe,Yone,Annie,Gwen,Ryze,Dal,Clear (Song Hyeon-min),Forest (Lee Hyeon-seo),Sponge,Bay,Starlit,Smash (Sin Geum-jae),Pleata,Baut,Piero (Kim Jung-hun)
LCK CL/2023 Season/Spring Season_Week 6_4_1,2023-02-21 08:03:00,13.3,39.65,T1 Challengers,DRX Challengers,0,Sion,Vi,Azir,Caitlyn,Lux,Fiora,Sejuani,Ryze,Jhin,Karma,21,12,73130,71029,3,3,1,1,5,8,Heimerdinger,Maokai,Jayce,Elise,Varus,Ashe,Gwen,Annie,Camille,Taliyah,Dal,Clear (Song Hyeon-min),Forest (Lee Hyeon-seo),Sponge,Bay,SeTab,Smash (Sin Geum-jae),Pleata,Baut,Piero (Kim Jung-hun)
LCK CL/2023 Season/Spring Season_Week 6_3_3,2023-02-20 11:36:00,13.3,35.35,Liiv SANDBOX Youth,Dplus KIA Challengers,1,Gnar,Sejuani,Azir,Lucian,Nami,Renekton,Maokai,Akali,Aphelios,Lulu,13,0,66795,51756,3,2,2,0,10,0,Varus,Elise,Ashe,Caitlyn,Wukong,Heimerdinger,Ryze,Yone,Swain,Sylas,DDahyuk,Thanatos (Park Seung-kyu),Vincenzo (Ha Seung-min),Lucid (Choi Yong-hyeok),Guti (Moon Jeong-hwan),Pullbae,Diable,Rahel,PlanB,Bible
LCK CL/2023 Season/Spring Season_Week 6_3_2,2023-02-20 10:53:00,13.3,24.2,Liiv SANDBOX Youth,Dplus KIA Challengers,0,Jax,Maokai,Tristana,Lucian,Nami,Jayce,Sejuani,Ryze,Aphelios,Nautilus,6,19,36305,49756,1,2,0,1,1,11,Varus,Elise,Ashe,Caitlyn,Wukong,Renekton,Draven,Azir,Kai'Sa,Sion,DDahyuk,Thanatos (Park Seung-kyu),Vincenzo (Ha Seung-min),Lucid (Choi Yong-hyeok),Guti (Moon Jeong-hwan),Pullbae,Diable,Rahel,PlanB,Bible
LCK CL/2023 Season/Spring Season_Week 6_3_1,2023-02-20 10:01:00,13.3,32.0,Liiv SANDBOX Youth,Dplus KIA Challengers,1,Renekton,Maokai,Tristana,Lucian,Nami,Jayce,Poppy,Annie,Draven,Jhin,12,2,58483,51399,4,1,0,1,9,3,Varus,Elise,Ashe,Caitlyn,Wukong,Ezreal,Sejuani,Azir,Lee Sin,Sion,DDahyuk,Thanatos (Park Seung-kyu),Vincenzo (Ha Seung-min),Lucid (Choi Yong-hyeok),Guti (Moon Jeong-hwan),Pullbae,Diable,Rahel,PlanB,Loopy
LCK CL/2023 Season/Spring Season_Week 6_2_2,2023-02-20 08:30:00,13.3,30.25,Kwangdong Freecs Challengers,Gen.G Global Academy,0,Jax,Elise,Ryze,Kalista,Leona,Renekton,Gragas,Yasuo,Varus,Rakan,9,19,49234,60631,2,2,0,2,3,9,Jayce,Caitlyn,Maokai,Sejuani,Ashe,Yone,Wukong,Annie,Nidalee,Gnar,Lancer,Casting,Courage (Jeon Hyun-min),Winner (Woo Joo-sung),Cleaver,Quid,Bull,Carfe,Andil,Lospa
LCK CL/2023 Season/Spring Season_Week 6_2_1,2023-02-20 07:34:00,13.3,35.716666666667,Gen.G Global Academy,Kwangdong Freecs Challengers,1,Ornn,Sejuani,Viktor,Varus,Nautilus,Renekton,Wukong,Annie,Ezreal,Karma,24,7,69404,56950,3,2,2,0,10,3,Yone,Elise,Caitlyn,Ashe,Kalista,Maokai,Draven,Heimerdinger,Lucian,Jayce,Casting,Lancer,Winner (Woo Joo-sung),Courage (Jeon Hyun-min),Quid,Cleaver,Carfe,Bull,Lospa,Andil
LCK CL/2023 Season/Spring Season_Week 6_1_2,2023-02-20 06:09:00,13.3,25.6,BRION Challengers,KT Rolster Challengers,0,Gnar,Lee Sin,Sylas,Zeri,Lulu,Jax,Viego,Syndra,Varus,Nautilus,9,29,38874,53959,0,4,0,0,1,10,Jayce,Maokai,Elise,Heimerdinger,Ashe,Sejuani,Azir,LeBlanc,Ryze,Renekton,Frim,PerfecT (Lee Seung-min),Raptor (Jeon Eo-jin),HamBak,Ivory,Feisty,Enosh,Hype (Byeon Jeong-hyeon),Gyosoo,Way (Han Gil)
LCK CL/2023 Season/Spring Season_Week 6_1_1,2023-02-20 05:12:00,13.3,33.95,BRION Challengers,KT Rolster Challengers,0,Renekton,Lee Sin,Zoe,Zeri,Lulu,Gnar,Viego,Ryze,Varus,Nautilus,10,14,56039,61798,1,4,1,0,4,9,Jayce,Maokai,Elise,Heimerdinger,Ashe,Sejuani,Azir,LeBlanc,Syndra,Akali,Frim,Castle (Cho Hyeon-seong),Raptor (Jeon Eo-jin),HamBak,Ivory,Feisty,Enosh,Hype (Byeon Jeong-hyeon),Gyosoo,Reble
LCK/2023 Season/Spring Season_Week 5_10_2,2023-02-19 10:42:00,13.3,30.383333333333,Dplus KIA,Liiv SANDBOX,0,Gnar,Elise,Azir,Varus,Kalista,Jax,Maokai,Yone,Jhin,Heimerdinger,3,12,49655,56630,3,1,0,1,3,8,Jayce,Lucian,Annie,Ashe,Karma,Caitlyn,Irelia,Renekton,Akali,Fiora,Canna,Burdol,Canyon,Willer,ShowMaker,Clozer,Deft,Envyy,Kellin,Kael (Kim Jin-hong)
LCK/2023 Season/Spring Season_Week 5_10_1,2023-02-19 09:47:00,13.3,32.916666666667,Dplus KIA,Liiv SANDBOX,0,Gnar,Maokai,Viktor,Sivir,Tahm Kench,Jax,Lee Sin,Sylas,Varus,Annie,4,10,51375,60688,0,4,0,1,2,7,Jayce,Lucian,Sejuani,Ashe,Karma,Caitlyn,Kassadin,Renekton,Kalista,Heimerdinger,Canna,Burdol,Canyon,Willer,ShowMaker,Clozer,Deft,Envyy,Kellin,Kael (Kim Jin-hong)
LCK/2023 Season/Spring Season_Week 5_9_3,2023-02-19 07:56:00,13.3,43.983333333333,Gen.G,T1,0,Jax,Poppy,Viktor,Draven,Ashe,Gnar,Wukong,Annie,Varus,Jhin,11,14,74964,76456,4,3,2,1,5,8,Elise,Maokai,Caitlyn,Lucian,Jayce,Camille,Kassadin,Sejuani,Fiora,Vi,Doran (Choi Hyeon-joon),Zeus,Peanut,Oner,Chovy,Faker,Peyz,Gumayusi,Delight,Keria
LCK/2023 Season/Spring Season_Week 5_9_2,2023-02-19 07:06:00,13.3,27.683333333333,T1,Gen.G,1,Jayce,Elise,Kassadin,Varus,Kalista,Renekton,Sejuani,Viktor,Zeri,Lulu,20,11,57400,45467,3,1,1,0,9,1,Maokai,Ashe,Karma,Caitlyn,Annie,Lucian,Akali,Soraka,Sion,Azir,Zeus,Doran (Choi Hyeon-joon),Oner,Peanut,Faker,Chovy,Gumayusi,Peyz,Keria,Delight
LCK/2023 Season/Spring Season_Week 5_9_1,2023-02-19 06:06:00,13.3,38.5,T1,Gen.G,0,Irelia,Sejuani,Viktor,Varus,Nautilus,Gnar,Wukong,Sylas,Draven,Annie,15,26,69251,79731,2,3,2,1,4,8,Maokai,Ashe,Karma,Caitlyn,Jayce,Lucian,Zeri,Renekton,None,Jax,Zeus,Doran (Choi Hyeon-joon),Oner,Peanut,Faker,Chovy,Gumayusi,Peyz,Keria,Delight
LCK/2023 Season/Spring Season_Week 5_8_2,2023-02-18 10:43:00,13.3,25.833333333333,Nongshim RedForce,KT Rolster,0,K'Sante,Vi,Azir,Varus,Nautilus,Jax,Sejuani,Sylas,Ezreal,Karma,3,17,38218,51497,0,4,0,1,2,9,Caitlyn,Maokai,Ashe,Elise,Zeri,Lucian,Gnar,Jayce,Taliyah,Renekton,DnDn,Kiin,Sylvie,Cuzz,FIESTA (An Hyeon-seo),Bdd,vital,Aiming,Peter (Jeong Yoon-su),Lehends
LCK/2023 Season/Spring Season_Week 5_8_1,2023-02-18 09:52:00,13.3,29.05,Nongshim RedForce,KT Rolster,0,Gragas,Vi,Azir,Varus,Nautilus,Jax,Sejuani,Sylas,Ezreal,Karma,7,19,44999,58597,0,4,0,1,0,11,Ashe,Maokai,Caitlyn,Elise,Zeri,Lucian,Gnar,Jayce,Taliyah,Renekton,DnDn,Kiin,Sylvie,Cuzz,FIESTA (An Hyeon-seo),Bdd,vital,Aiming,Peter (Jeong Yoon-su),Lehends
LCK/2023 Season/Spring Season_Week 5_7_3,2023-02-18 08:01:00,13.3,41.433333333333,Kwangdong Freecs,BRION,0,Fiora,Sejuani,Azir,Ezreal,Karma,Gnar,Vi,Viktor,Zeri,Lulu,3,16,67426,75450,2,4,0,1,7,9,Elise,Maokai,Renekton,Ashe,Varus,Annie,Akali,Jax,Sylas,Jayce,DuDu (Lee Dong-ju),Morgan,YoungJae,UmTi,BuLLDoG (Lee Tae-young),Karis,Taeyoon,Hena,Jun (Yoon Se-jun),Effort
LCK/2023 Season/Spring Season_Week 5_7_2,2023-02-18 07:00:00,13.3,40.533333333333,BRION,Kwangdong Freecs,1,Gnar,Maokai,Viktor,Varus,Heimerdinger,Fiora,Sejuani,Sylas,Ezreal,Karma,14,5,77324,69224,5,2,1,0,8,10,Wukong,Elise,Ashe,Lucian,Annie,Renekton,Jax,Azir,Jayce,Akali,Morgan,DuDu (Lee Dong-ju),UmTi,YoungJae,Karis,BuLLDoG (Lee Tae-young),Hena,Taeyoon,Effort,Jun (Yoon Se-jun)
LCK/2023 Season/Spring Season_Week 5_7_1,2023-02-18 06:07:00,13.3,30.85,Kwangdong Freecs,BRION,1,Jayce,Sejuani,Yone,Sivir,Heimerdinger,Sion,Wukong,Sylas,Varus,Karma,18,9,63246,49812,2,2,2,0,9,2,Elise,Maokai,Lucian,Ashe,Renekton,Annie,Akali,Jax,Azir,Viktor,DuDu (Lee Dong-ju),Morgan,YoungJae,UmTi,BuLLDoG (Lee Tae-young),Karis,Taeyoon,Hena,Jun (Yoon Se-jun),Effort
LCK/2023 Season/Spring Season_Week 5_6_2,2023-02-17 12:23:00,13.3,30.933333333333,DRX,Hanwha Life Esports,0,Jax,Sejuani,Viktor,Ezreal,Karma,Gnar,Vi,Azir,Zeri,Lulu,6,17,48807,61378,2,2,0,2,2,9,Lucian,Maokai,Elise,Ashe,Kassadin,Caitlyn,Akali,Renekton,Sylas,LeBlanc,Rascal,Kingen,Juhan,Clid,FATE (Yoo Su-hyeok),ZEKA (Kim Geon-woo),deokdam,Viper (Park Do-hyeon),BeryL,Life
LCK/2023 Season/Spring Season_Week 5_6_1,2023-02-17 11:27:00,13.3,32.583333333333,Hanwha Life Esports,DRX,1,Jax,Wukong,Sylas,Caitlyn,Lux,Gragas,Vi,Viktor,Ezreal,Karma,13,5,61964,52761,2,3,2,0,8,2,Varus,Elise,Ashe,Maokai,Sejuani,Lucian,LeBlanc,Akali,Renekton,Kassadin,Kingen,Rascal,Clid,Croco,ZEKA (Kim Geon-woo),FATE (Yoo Su-hyeok),Viper (Park Do-hyeon),deokdam,Life,BeryL
LCK/2023 Season/Spring Season_Week 5_5_3,2023-02-17 09:45:00,13.3,34.016666666667,Liiv SANDBOX,T1,0,Gnar,Elise,Azir,Ezreal,Karma,Jax,Lee Sin,Akali,Zeri,Annie,7,15,56264,67315,1,3,0,2,2,11,Jayce,Maokai,Ashe,Lucian,Caitlyn,Varus,Lulu,Irelia,Yasuo,Renekton,Burdol,Zeus,Willer,Oner,Clozer,Faker,Envyy,Gumayusi,Kael (Kim Jin-hong),Keria
LCK/2023 Season/Spring Season_Week 5_5_2,2023-02-17 08:58:00,13.3,25.833333333333,T1,Liiv SANDBOX,1,Sion,Sejuani,Corki,Caitlyn,Lux,Jayce,Wukong,Azir,Varus,Heimerdinger,27,4,57553,39111,3,0,1,0,9,0,Maokai,Ashe,Karma,Lucian,Irelia,Elise,Akali,Renekton,Sylas,Viktor,Zeus,Burdol,Oner,Willer,Faker,Clozer,Gumayusi,Envyy,Keria,Kael (Kim Jin-hong)
LCK/2023 Season/Spring Season_Week 5_5_1,2023-02-17 08:07:00,13.3,26.6,Liiv SANDBOX,T1,1,Gnar,Wukong,Akali,Lucian,Nami,Yasuo,Vi,Azir,Zeri,Lulu,18,3,51265,41939,4,0,0,0,7,2,Jayce,Maokai,Ashe,Elise,Caitlyn,Sejuani,Renekton,Sylas,Annie,Jax,Burdol,Zeus,Willer,Oner,Clozer,Faker,Envyy,Gumayusi,Kael (Kim Jin-hong),Keria
LCK CL/2023 Season/Spring Season_Week 5_9_3,2023-02-17 07:14:00,13.3,35.0,Hanwha Life Esports Challengers,T1 Challengers,1,Jax,Sejuani,Syndra,Aphelios,Lulu,Renekton,Wukong,Azir,Lucian,Nami,13,4,64437,54233,4,0,2,1,7,0,Zeri,Heimerdinger,Varus,Ashe,Elise,Maokai,Vi,Jayce,Nidalee,Gnar,Rooster,Dal,Guwon,Forest (Lee Hyeon-seo),Roamer,Bay,Lure (Shin Jae-yoon),Smash (Sin Geum-jae),Duro,Baut
LCK CL/2023 Season/Spring Season_Week 5_10_3,2023-02-17 06:54:00,13.3,30.45,Nongshim Esports Academy,DRX Challengers,0,K'Sante,Sejuani,Akali,Kai'Sa,Nautilus,Gnar,Wukong,Ryze,Zeri,Lulu,8,19,49408,57836,2,2,0,1,1,7,Maokai,Elise,Varus,Ashe,Caitlyn,Nilah,Azir,Kalista,Gwen,Samira,Mihile,Clear (Song Hyeon-min),Sounda,Sponge,Calix (Syun Hyun-bin),SeTab,Jiwoo,Pleata,HH (Lee Hyun-ho),Piero (Kim Jung-hun)
LCK CL/2023 Season/Spring Season_Week 5_9_2,2023-02-17 06:07:00,13.3,47.966666666667,T1 Challengers,Hanwha Life Esports Challengers,1,Sion,Vi,Azir,Sivir,Ashe,K'Sante,Sejuani,LeBlanc,Varus,Pyke,20,22,87404,89084,3,4,1,3,8,9,Heimerdinger,Maokai,Jayce,Elise,Annie,Renekton,Sylas,Wukong,Syndra,Graves,Dal,Rooster,Forest (Lee Hyeon-seo),Guwon,Bay,Roamer,Smash (Sin Geum-jae),Lure (Shin Jae-yoon),Baut,Duro
LCK CL/2023 Season/Spring Season_Week 5_10_2,2023-02-17 06:04:00,13.3,30.133333333333,DRX Challengers,Nongshim Esports Academy,1,Gragas,Wukong,Viktor,Caitlyn,Lux,Renekton,Viego,Annie,Zeri,Rell,23,8,59274,48187,3,1,1,0,9,0,Nilah,Maokai,K'Sante,Ashe,Elise,Sejuani,Nautilus,Gwen,Lulu,Ryze,Clear (Song Hyeon-min),Mihile,Sponge,Sounda,SeTab,Callme,Pleata,Jiwoo,Piero (Kim Jung-hun),HH (Lee Hyun-ho)
LCK CL/2023 Season/Spring Season_Week 5_9_1,2023-02-17 05:07:00,13.3,37.983333333333,Hanwha Life Esports Challengers,T1 Challengers,1,Sion,Maokai,Azir,Xayah,Rakan,Jayce,Sejuani,Ryze,Aphelios,Nautilus,13,5,68190,61902,3,3,2,0,8,4,Zeri,Heimerdinger,Varus,Ashe,Elise,Lucian,Caitlyn,Jhin,Ezreal,Samira,Rooster,Dal,Guwon,Forest (Lee Hyeon-seo),Roamer,Bay,Lure (Shin Jae-yoon),Smash (Sin Geum-jae),Duro,Baut
LCK CL/2023 Season/Spring Season_Week 5_10_1,2023-02-17 05:07:00,13.3,32.733333333333,Nongshim Esports Academy,DRX Challengers,1,Gnar,Sejuani,Ryze,Zeri,Lulu,Renekton,Wukong,Azir,Lucian,Nami,18,5,61934,54961,4,1,0,1,9,3,Maokai,Elise,Varus,Nilah,Caitlyn,Ashe,Gwen,K'Sante,Jayce,Annie,Mihile,Clear (Song Hyeon-min),Sounda,Sponge,Callme,SeTab,Jiwoo,Pleata,HH (Lee Hyun-ho),Piero (Kim Jung-hun)
LCK/2023 Season/Spring Season_Week 5_4_3,2023-02-16 12:27:00,13.3,28.85,Kwangdong Freecs,Gen.G,0,Renekton,Sejuani,Zoe,Ezreal,Karma,Jayce,Vi,Akali,Zeri,Leona,12,22,49021,59122,2,2,0,1,4,8,Elise,Maokai,Lucian,Ashe,Caitlyn,Annie,Lulu,Yone,Azir,Viktor,DuDu (Lee Dong-ju),Doran (Choi Hyeon-joon),YoungJae,Peanut,BuLLDoG (Lee Tae-young),Chovy,Taeyoon,Peyz,Jun (Yoon Se-jun),Delight
LCK/2023 Season/Spring Season_Week 5_4_2,2023-02-16 11:29:00,13.3,35.166666666667,Kwangdong Freecs,Gen.G,1,Renekton,Wukong,Annie,Ezreal,Karma,Jayce,Sejuani,Azir,Varus,Nautilus,18,10,66471,61617,3,2,1,0,8,5,Lucian,Ashe,Caitlyn,Maokai,Elise,Jax,Yone,Zeri,Sylas,Sivir,DuDu (Lee Dong-ju),Doran (Choi Hyeon-joon),YoungJae,Peanut,BuLLDoG (Lee Tae-young),Chovy,Taeyoon,Peyz,Jun (Yoon Se-jun),Delight
LCK/2023 Season/Spring Season_Week 5_4_1,2023-02-16 10:37:00,13.3,29.5,Kwangdong Freecs,Gen.G,0,K'Sante,Wukong,Annie,Varus,Heimerdinger,Gnar,Sejuani,Viktor,Caitlyn,Karma,5,12,46241,57320,1,3,0,1,1,9,Lucian,Ashe,Elise,Maokai,Jayce,Jax,Fiora,Sylas,Camille,Renekton,DuDu (Lee Dong-ju),Doran (Choi Hyeon-joon),YoungJae,Peanut,BuLLDoG (Lee Tae-young),Chovy,Taeyoon,Peyz,Jun (Yoon Se-jun),Delight
LCK/2023 Season/Spring Season_Week 5_3_2,2023-02-16 09:01:00,13.3,31.9,BRION,Dplus KIA,0,Gragas,Wukong,Ryze,Lucian,Nami,Renekton,Vi,Taliyah,Aphelios,Lulu,2,15,48280,63594,0,5,0,1,1,10,Caitlyn,Elise,Ashe,Maokai,Zeri,Sejuani,LeBlanc,Gnar,Azir,Viktor,Morgan,Canna,UmTi,Canyon,Karis,ShowMaker,Hena,Deft,Effort,Kellin
LCK/2023 Season/Spring Season_Week 5_3_1,2023-02-16 08:07:00,13.3,32.183333333333,BRION,Dplus KIA,0,Sion,Sejuani,Azir,Zeri,Lulu,Fiora,Wukong,LeBlanc,Lucian,Nami,5,9,51799,57237,1,4,2,0,1,7,Caitlyn,Elise,Ashe,Maokai,Jayce,Gragas,Renekton,Jax,Gnar,Camille,Morgan,Canna,UmTi,Canyon,Karis,ShowMaker,Hena,Deft,Effort,Kellin
LCK CL/2023 Season/Spring Season_Week 5_6_2,2023-02-16 06:15:00,13.3,20.116666666667,Gen.G Global Academy,BRION Challengers,1,Ornn,Elise,Tristana,Kai'Sa,Sett,Renekton,Nidalee,Jayce,Xayah,Nautilus,26,6,48949,31016,3,0,0,0,9,0,Lee Sin,Caitlyn,Aphelios,Ashe,Sejuani,Maokai,Samira,Varus,Heimerdinger,Ziggs,Casting,Frim,Winner (Woo Joo-sung),Raptor (Jeon Eo-jin),Quid,Ivory,Carfe,Gamin,Lospa,Pollu
LCK CL/2023 Season/Spring Season_Week 5_7_2,2023-02-16 06:10:00,13.3,27.133333333333,Kwangdong Freecs Challengers,Dplus KIA Challengers,0,Jayce,Viego,Yone,Ziggs,Pyke,Camille,Sejuani,Akali,Varus,Leona,12,20,48038,54084,1,2,0,1,4,8,Wukong,Elise,Heimerdinger,Ashe,Karma,Annie,Sion,Lee Sin,Renekton,Maokai,Lancer,Thanatos (Park Seung-kyu),Courage (Jeon Hyun-min),Lucid (Choi Yong-hyeok),Cleaver,Pullbae,Bull,Rahel,Andil,Loopy
LCK CL/2023 Season/Spring Season_Week 5_8_2,2023-02-16 05:58:00,13.3,23.7,Liiv SANDBOX Youth,KT Rolster Challengers,0,Renekton,Sejuani,Akali,Aphelios,Nautilus,Gnar,Elise,Sylas,Varus,Renata Glasc,7,18,36996,47851,0,4,0,1,0,8,Ryze,Maokai,Heimerdinger,Ashe,Syndra,Yone,Sion,Ezreal,Jayce,Lucian,DDahyuk,PerfecT (Lee Seung-min),Vincenzo (Ha Seung-min),HamBak,Guti (Moon Jeong-hwan),Feisty,Diable,Hype (Byeon Jeong-hyeon),PlanB,Way (Han Gil)
LCK CL/2023 Season/Spring Season_Week 5_7_1,2023-02-16 05:09:00,13.3,37.9,Dplus KIA Challengers,Kwangdong Freecs Challengers,1,Jax,Sejuani,Ryze,Kai'Sa,Nautilus,Jayce,Maokai,Viktor,Draven,Leona,21,12,78697,66057,2,3,2,0,11,4,Ashe,Wukong,Varus,Elise,Kalista,Annie,Pyke,Heimerdinger,Amumu,Caitlyn,Thanatos (Park Seung-kyu),Lancer,Lucid (Choi Yong-hyeok),Courage (Jeon Hyun-min),Pullbae,Cleaver,Rahel,Bull,Loopy,Andil
LCK CL/2023 Season/Spring Season_Week 5_8_1,2023-02-16 05:07:00,13.3,27.166666666667,KT Rolster Challengers,Liiv SANDBOX Youth,1,Gnar,Sejuani,Syndra,Zeri,Lulu,Renekton,Vi,Sylas,Lucian,Nami,17,6,53450,40519,3,1,1,0,10,1,Kassadin,Ashe,Tristana,Heimerdinger,Maokai,Elise,Azir,Ryze,Jayce,Sion,Castle (Cho Hyeon-seong),DDahyuk,HamBak,Vincenzo (Ha Seung-min),Feisty,Guti (Moon Jeong-hwan),Hype (Byeon Jeong-hyeon),Diable,Reble,PlanB
LCK CL/2023 Season/Spring Season_Week 5_6_1,2023-02-16 05:06:00,13.3,34.95,Gen.G Global Academy,BRION Challengers,1,Camille,Maokai,Jayce,Ziggs,Rakan,Gragas,Sejuani,Irelia,Aphelios,Nautilus,18,23,67417,67553,1,4,1,1,8,8,Sion,Caitlyn,Lee Sin,Varus,Lucian,Ashe,Sylas,Pyke,Renekton,Leona,Casting,Frim,Winner (Woo Joo-sung),Raptor (Jeon Eo-jin),Quid,Ivory,Carfe,Gamin,Lospa,Pollu
LCK/2023 Season/Spring Season_Week 5_2_2,2023-02-15 11:39:00,13.3,34.833333333333,Nongshim RedForce,Hanwha Life Esports,0,Sion,Wukong,Viktor,Xayah,Rakan,Gnar,Viego,Kassadin,Zeri,Lulu,6,13,56552,66893,3,2,1,0,1,10,Caitlyn,Maokai,Lucian,Elise,Ashe,Sejuani,Akali,K'Sante,Azir,Jax,DnDn,Kingen,Sylvie,Clid,FIESTA (An Hyeon-seo),ZEKA (Kim Geon-woo),vital,Viper (Park Do-hyeon),Peter (Jeong Yoon-su),Life
LCK/2023 Season/Spring Season_Week 5_2_1,2023-02-15 10:37:00,13.3,38.65,Nongshim RedForce,Hanwha Life Esports,0,Gnar,Sejuani,Jayce,Ziggs,Leona,Camille,Wukong,Azir,Varus,Heimerdinger,11,13,64300,73574,1,4,0,1,4,11,Caitlyn,Maokai,Lucian,Elise,Ashe,K'Sante,Akali,Jax,Sylas,Renekton,DnDn,Kingen,Sylvie,Clid,FIESTA (An Hyeon-seo),ZEKA (Kim Geon-woo),vital,Viper (Park Do-hyeon),Peter (Jeong Yoon-su),Life
LCK/2023 Season/Spring Season_Week 5_1_2,2023-02-15 08:57:00,13.3,31.566666666667,KT Rolster,DRX,1,Jax,Elise,Irelia,Draven,Singed,Sion,Nidalee,Ryze,Varus,Caitlyn,18,7,65754,51887,3,1,2,0,11,3,Vi,Maokai,Lee Sin,Lucian,Ashe,Sejuani,Renekton,Jayce,LeBlanc,Yone,Kiin,Rascal,Cuzz,Croco,Bdd,FATE (Yoo Su-hyeok),Aiming,deokdam,Lehends,BeryL
LCK/2023 Season/Spring Season_Week 5_1_1,2023-02-15 08:07:00,13.3,26.55,DRX,KT Rolster,0,Renekton,Sejuani,Azir,Draven,Annie,Gragas,Wukong,Taliyah,Zeri,Lulu,2,9,40732,52155,0,4,0,1,1,9,Lucian,Maokai,Varus,Ashe,Caitlyn,Elise,Jayce,Nautilus,Akali,Leona,Rascal,Kiin,Croco,Cuzz,FATE (Yoo Su-hyeok),Bdd,deokdam,Aiming,BeryL,Lehends
LCK CL/2023 Season/Spring Season_Week 5_5_2,2023-02-14 12:21:00,13.3,35.933333333333,Kwangdong Freecs Challengers,DRX Challengers,0,Sion,Maokai,Viktor,Kalista,Leona,Gwen,Sejuani,Jayce,Aphelios,Braum,10,11,61447,65347,5,0,0,2,7,9,Heimerdinger,Elise,Lucian,Ashe,Karma,Renekton,Jhin,Caitlyn,Varus,Draven,Lancer,Clear (Song Hyeon-min),Courage (Jeon Hyun-min),Sponge,Cleaver,SeTab,Bull,Pleata,Andil,Piero (Kim Jung-hun)
LCK CL/2023 Season/Spring Season_Week 5_5_1,2023-02-14 11:31:00,13.3,31.166666666667,DRX Challengers,Kwangdong Freecs Challengers,1,K'Sante,Sejuani,Syndra,Sivir,Nautilus,Sion,Wukong,Viktor,Varus,Karma,8,8,54698,48771,1,3,0,0,7,1,Jayce,Lucian,Ashe,Caitlyn,Elise,Maokai,Renekton,Azir,Yone,Akali,Clear (Song Hyeon-min),Lancer,Sponge,Courage (Jeon Hyun-min),SeTab,Cleaver,Pleata,Bull,Piero (Kim Jung-hun),Andil
LCK CL/2023 Season/Spring Season_Week 5_4_3,2023-02-14 09:58:00,13.3,36.166666666667,Liiv SANDBOX Youth,Dplus KIA Challengers,0,Jayce,Maokai,Azir,Ezreal,Karma,Renekton,Viego,Lissandra,Ashe,Heimerdinger,8,12,61012,64514,3,3,1,1,9,8,Ryze,Elise,Caitlyn,Sejuani,Wukong,Varus,Nidalee,Jhin,Lee Sin,Lucian,DDahyuk,Thanatos (Park Seung-kyu),Vincenzo (Ha Seung-min),Lucid (Choi Yong-hyeok),Guti (Moon Jeong-hwan),Pullbae,Diable,Rahel,PlanB,Loopy
LCK CL/2023 Season/Spring Season_Week 5_4_2,2023-02-14 09:05:00,13.3,32.466666666667,Dplus KIA Challengers,Liiv SANDBOX Youth,1,Renekton,Viego,Ryze,Varus,Karma,Gwen,Vi,Azir,Jhin,Heimerdinger,10,5,58845,51160,3,2,1,0,7,2,Sejuani,Wukong,Maokai,Elise,Ashe,Caitlyn,Sylas,Nidalee,Akali,Lee Sin,Thanatos (Park Seung-kyu),DDahyuk,Lucid (Choi Yong-hyeok),Vincenzo (Ha Seung-min),Pullbae,Guti (Moon Jeong-hwan),Rahel,Diable,Loopy,PlanB
